reg_id,em3 present,em3 notupdated,em3 absent,em3 total,em3 per,dsa present,dsa notupdated,dsa absent,dsa total,dsa per,se present,se notupdated,se absent,se total,se per,ppl present,ppl notupdated,ppl absent,ppl total,ppl per,mp present,mp notupdated,mp absent,mp total,mp per
24878,33,9,1,43,97.06,9,12,20,41,31.03,34,8,2,44,94.44,19,10,14,43,57.58,20,10,12,42,62.5
24879,7,9,27,43,20.59,26,12,3,41,89.66,19,8,17,44,52.78,23,10,10,43,69.7,21,10,11,42,65.62
24880,23,9,11,43,67.65,20,12,9,41,68.97,25,8,11,44,69.44,11,10,22,43,33.33,19,10,13,42,59.38
24881,7,9,27,43,20.59,6,12,23,41,20.69,19,8,17,44,52.78,20,10,13,43,60.61,22,10,10,42,68.75
24882,10,9,24,43,29.41,6,12,23,41,20.69,33,8,3,44,91.67,32,10,1,43,96.97,15,10,17,42,46.88
24883,16,9,18,43,47.06,25,12,4,41,86.21,33,8,3,44,91.67,25,10,8,43,75.76,17,10,15,42,53.12
24884,18,9,16,43,52.94,28,12,1,41,96.55,5,8,31,44,13.89,12,10,21,43,36.36,15,10,17,42,46.88
24885,32,9,2,43,94.12,28,12,1,41,96.55,16,8,20,44,44.44,25,10,8,43,75.76,21,10,11,42,65.62
24886,33,9,1,43,97.06,27,12,2,41,93.1,15,8,21,44,41.67,27,10,6,43,81.82,19,10,13,42,59.38
24887,7,9,27,43,20.59,16,12,13,41,55.17,21,8,15,44,58.33,30,10,3,43,90.91,31,10,1,42,96.88
24888,19,9,15,43,55.88,26,12,3,41,89.66,16,8,20,44,44.44,6,10,27,43,18.18,20,10,12,42,62.5
24889,11,9,23,43,32.35,11,12,18,41,37.93,28,8,8,44,77.78,30,10,3,43,90.91,11,10,21,42,34.38
24890,6,9,28,43,17.65,28,12,1,41,96.55,12,8,24,44,33.33,6,10,27,43,18.18,12,10,20,42,37.5
24891,28,9,6,43,82.35,11,12,18,41,37.93,26,8,10,44,72.22,8,10,25,43,24.24,20,10,12,42,62.5
24892,22,9,12,43,64.71,17,12,12,41,58.62,6,8,30,44,16.67,30,10,3,43,90.91,16,10,16,42,50.0
24893,27,9,7,43,79.41,27,12,2,41,93.1,23,8,13,44,63.89,5,10,28,43,15.15,24,10,8,42,75.0
24894,25,9,9,43,73.53,23,12,6,41,79.31,30,8,6,44,83.33,20,10,13,43,60.61,24,10,8,42,75.0
24895,19,9,15,43,55.88,28,12,1,41,96.55,15,8,21,44,41.67,16,10,17,43,48.48,15,10,17,42,46.88
24896,29,9,5,43,85.29,15,12,14,41,51.72,14,8,22,44,38.89,11,10,22,43,33.33,25,10,7,42,78.12
24897,21,9,13,43,61.76,6,12,23,41,20.69,15,8,21,44,41.67,24,10,9,43,72.73,6,10,26,42,18.75
24898,23,9,11,43,67.65,11,12,18,41,37.93,32,8,4,44,88.89,24,10,9,43,72.73,27,10,5,42,84.38
24899,27,9,7,43,79.41,27,12,2,41,93.1,20,8,16,44,55.56,14,10,19,43,42.42,13,10,19,42,40.62
24900,16,9,18,43,47.06,16,12,13,41,55.17,8,8,28,44,22.22,21,10,12,43,63.64,13,10,19,42,40.62
24901,6,9,28,43,17.65,7,12,22,41,24.14,34,8,2,44,94.44,11,10,22,43,33.33,20,10,12,42,62.5
24902,29,9,5,43,85.29,8,12,21,41,27.59,30,8,6,44,83.33,8,10,25,43,24.24,16,10,16,42,50.0
24903,20,9,14,43,58.82,9,12,20,41,31.03,7,8,29,44,19.44,15,10,18,43,45.45,13,10,19,42,40.62
24904,13,9,21,43,38.24,16,12,13,41,55.17,16,8,20,44,44.44,32,10,1,43,96.97,14,10,18,42,43.75
24905,18,9,16,43,52.94,20,12,9,41,68.97,18,8,18,44,50.0,15,10,18,43,45.45,20,10,12,42,62.5
24906,18,9,16,43,52.94,17,12,12,41,58.62,24,8,12,44,66.67,21,10,12,43,63.64,25,10,7,42,78.12
24907,5,9,29,43,14.71,9,12,20,41,31.03,28,8,8,44,77.78,17,10,16,43,51.52,14,10,18,42,43.75
24908,21,9,13,43,61.76,27,12,2,41,93.1,19,8,17,44,52.78,13,10,20,43,39.39,6,10,26,42,18.75
24909,24,9,10,43,70.59,18,12,11,41,62.07,22,8,14,44,61.11,15,10,18,43,45.45,24,10,8,42,75.0
24910,5,9,29,43,14.71,8,12,21,41,27.59,34,8,2,44,94.44,16,10,17,43,48.48,26,10,6,42,81.25
24911,30,9,4,43,88.24,21,12,8,41,72.41,19,8,17,44,52.78,32,10,1,43,96.97,26,10,6,42,81.25
24912,13,9,21,43,38.24,20,12,9,41,68.97,19,8,17,44,52.78,15,10,18,43,45.45,7,10,25,42,21.88
24913,5,9,29,43,14.71,19,12,10,41,65.52,12,8,24,44,33.33,18,10,15,43,54.55,7,10,25,42,21.88
24914,27,9,7,43,79.41,18,12,11,41,62.07,25,8,11,44,69.44,27,10,6,43,81.82,27,10,5,42,84.38
24915,12,9,22,43,35.29,10,12,19,41,34.48,30,8,6,44,83.33,25,10,8,43,75.76,23,10,9,42,71.88
24916,29,9,5,43,85.29,14,12,15,41,48.28,31,8,5,44,86.11,19,10,14,43,57.58,29,10,3,42,90.62
24917,33,9,1,43,97.06,13,12,16,41,44.83,19,8,17,44,52.78,20,10,13,43,60.61,16,10,16,42,50.0
24918,23,9,11,43,67.65,13,12,16,41,44.83,21,8,15,44,58.33,5,10,28,43,15.15,25,10,7,42,78.12
24919,8,9,26,43,23.53,17,12,12,41,58.62,25,8,11,44,69.44,20,10,13,43,60.61,22,10,10,42,68.75
24920,31,9,3,43,91.18,20,12,9,41,68.97,23,8,13,44,63.89,12,10,21,43,36.36,17,10,15,42,53.12
24921,30,9,4,43,88.24,20,12,9,41,68.97,22,8,14,44,61.11,11,10,22,43,33.33,5,10,27,42,15.62
24922,6,9,28,43,17.65,28,12,1,41,96.55,31,8,5,44,86.11,13,10,20,43,39.39,18,10,14,42,56.25
24923,6,9,28,43,17.65,6,12,23,41,20.69,22,8,14,44,61.11,18,10,15,43,54.55,22,10,10,42,68.75
24924,19,9,15,43,55.88,17,12,12,41,58.62,23,8,13,44,63.89,32,10,1,43,96.97,31,10,1,42,96.88
24925,19,9,15,43,55.88,9,12,20,41,31.03,28,8,8,44,77.78,21,10,12,43,63.64,15,10,17,42,46.88
24926,15,9,19,43,44.12,12,12,17,41,41.38,18,8,18,44,50.0,21,10,12,43,63.64,20,10,12,42,62.5
24927,12,9,22,43,35.29,18,12,11,41,62.07,34,8,2,44,94.44,30,10,3,43,90.91,27,10,5,42,84.38
24928,29,9,5,43,85.29,18,12,11,41,62.07,11,8,25,44,30.56,12,10,21,43,36.36,15,10,17,42,46.88
24929,19,9,15,43,55.88,28,12,1,41,96.55,30,8,6,44,83.33,18,10,15,43,54.55,8,10,24,42,25.0
24930,33,9,1,43,97.06,14,12,15,41,48.28,10,8,26,44,27.78,14,10,19,43,42.42,18,10,14,42,56.25
24931,17,9,17,43,50.0,14,12,15,41,48.28,7,8,29,44,19.44,11,10,22,43,33.33,21,10,11,42,65.62
24932,26,9,8,43,76.47,21,12,8,41,72.41,35,8,1,44,97.22,12,10,21,43,36.36,18,10,14,42,56.25
24933,26,9,8,43,76.47,16,12,13,41,55.17,19,8,17,44,52.78,13,10,20,43,39.39,21,10,11,42,65.62
24934,12,9,22,43,35.29,18,12,11,41,62.07,6,8,30,44,16.67,19,10,14,43,57.58,28,10,4,42,87.5
24935,19,9,15,43,55.88,16,12,13,41,55.17,24,8,12,44,66.67,32,10,1,43,96.97,12,10,20,42,37.5
24936,29,9,5,43,85.29,17,12,12,41,58.62,20,8,16,44,55.56,5,10,28,43,15.15,11,10,21,42,34.38
24937,20,9,14,43,58.82,20,12,9,41,68.97,27,8,9,44,75.0,19,10,14,43,57.58,21,10,11,42,65.62
24938,8,9,26,43,23.53,15,12,14,41,51.72,17,8,19,44,47.22,22,10,11,43,66.67,27,10,5,42,84.38
24939,6,9,28,43,17.65,5,12,24,41,17.24,15,8,21,44,41.67,25,10,8,43,75.76,21,10,11,42,65.62
24940,30,9,4,43,88.24,27,12,2,41,93.1,15,8,21,44,41.67,19,10,14,43,57.58,26,10,6,42,81.25
24941,17,9,17,43,50.0,16,12,13,41,55.17,6,8,30,44,16.67,26,10,7,43,78.79,11,10,21,42,34.38
24942,14,9,20,43,41.18,18,12,11,41,62.07,30,8,6,44,83.33,21,10,12,43,63.64,14,10,18,42,43.75
24943,33,9,1,43,97.06,15,12,14,41,51.72,20,8,16,44,55.56,18,10,15,43,54.55,15,10,17,42,46.88
24944,10,9,24,43,29.41,28,12,1,41,96.55,14,8,22,44,38.89,23,10,10,43,69.7,15,10,17,42,46.88
24945,26,9,8,43,76.47,9,12,20,41,31.03,24,8,12,44,66.67,27,10,6,43,81.82,25,10,7,42,78.12
24946,6,9,28,43,17.65,25,12,4,41,86.21,31,8,5,44,86.11,30,10,3,43,90.91,16,10,16,42,50.0
24947,18,9,16,43,52.94,18,12,11,41,62.07,18,8,18,44,50.0,5,10,28,43,15.15,16,10,16,42,50.0
24948,28,9,6,43,82.35,23,12,6,41,79.31,19,8,17,44,52.78,10,10,23,43,30.3,21,10,11,42,65.62
24949,29,9,5,43,85.29,15,12,14,41,51.72,27,8,9,44,75.0,27,10,6,43,81.82,31,10,1,42,96.88
24950,6,9,28,43,17.65,26,12,3,41,89.66,29,8,7,44,80.56,16,10,17,43,48.48,16,10,16,42,50.0
24951,15,9,19,43,44.12,16,12,13,41,55.17,26,8,10,44,72.22,25,10,8,43,75.76,19,10,13,42,59.38
24952,21,9,13,43,61.76,22,12,7,41,75.86,11,8,25,44,30.56,24,10,9,43,72.73,17,10,15,42,53.12
24953,6,9,28,43,17.65,20,12,9,41,68.97,7,8,29,44,19.44,18,10,15,43,54.55,20,10,12,42,62.5
24954,18,9,16,43,52.94,20,12,9,41,68.97,10,8,26,44,27.78,30,10,3,43,90.91,6,10,26,42,18.75
24955,19,9,15,43,55.88,17,12,12,41,58.62,21,8,15,44,58.33,15,10,18,43,45.45,13,10,19,42,40.62
24956,12,9,22,43,35.29,16,12,13,41,55.17,18,8,18,44,50.0,27,10,6,43,81.82,17,10,15,42,53.12
24957,6,9,28,43,17.65,15,12,14,41,51.72,12,8,24,44,33.33,28,10,5,43,84.85,19,10,13,42,59.38
24958,24,9,10,43,70.59,24,12,5,41,82.76,22,8,14,44,61.11,24,10,9,43,72.73,29,10,3,42,90.62
24959,13,9,21,43,38.24,21,12,8,41,72.41,8,8,28,44,22.22,14,10,19,43,42.42,24,10,8,42,75.0
24960,21,9,13,43,61.76,21,12,8,41,72.41,22,8,14,44,61.11,15,10,18,43,45.45,27,10,5,42,84.38
24961,9,9,25,43,26.47,16,12,13,41,55.17,29,8,7,44,80.56,15,10,18,43,45.45,20,10,12,42,62.5
24962,11,9,23,43,32.35,13,12,16,41,44.83,5,8,31,44,13.89,21,10,12,43,63.64,18,10,14,42,56.25
24963,15,9,19,43,44.12,12,12,17,41,41.38,16,8,20,44,44.44,16,10,17,43,48.48,28,10,4,42,87.5
24964,30,9,4,43,88.24,15,12,14,41,51.72,14,8,22,44,38.89,10,10,23,43,30.3,15,10,17,42,46.88
24965,22,9,12,43,64.71,6,12,23,41,20.69,18,8,18,44,50.0,25,10,8,43,75.76,9,10,23,42,28.12
24966,7,9,27,43,20.59,8,12,21,41,27.59,16,8,20,44,44.44,18,10,15,43,54.55,15,10,17,42,46.88
24967,20,9,14,43,58.82,15,12,14,41,51.72,18,8,18,44,50.0,26,10,7,43,78.79,17,10,15,42,53.12
24968,10,9,24,43,29.41,7,12,22,41,24.14,30,8,6,44,83.33,19,10,14,43,57.58,15,10,17,42,46.88
24969,18,9,16,43,52.94,16,12,13,41,55.17,15,8,21,44,41.67,26,10,7,43,78.79,13,10,19,42,40.62
24970,16,9,18,43,47.06,15,12,14,41,51.72,24,8,12,44,66.67,19,10,14,43,57.58,9,10,23,42,28.12
24971,23,9,11,43,67.65,11,12,18,41,37.93,35,8,1,44,97.22,10,10,23,43,30.3,20,10,12,42,62.5
24972,5,9,29,43,14.71,26,12,3,41,89.66,19,8,17,44,52.78,10,10,23,43,30.3,16,10,16,42,50.0
24973,11,9,23,43,32.35,28,12,1,41,96.55,22,8,14,44,61.11,31,10,2,43,93.94,24,10,8,42,75.0
24974,6,9,28,43,17.65,15,12,14,41,51.72,18,8,18,44,50.0,19,10,14,43,57.58,22,10,10,42,68.75
24975,20,9,14,43,58.82,23,12,6,41,79.31,7,8,29,44,19.44,10,10,23,43,30.3,28,10,4,42,87.5
24976,23,9,11,43,67.65,8,12,21,41,27.59,35,8,1,44,97.22,12,10,21,43,36.36,13,10,19,42,40.62
24977,18,9,16,43,52.94,17,12,12,41,58.62,22,8,14,44,61.11,20,10,13,43,60.61,11,10,21,42,34.38
24978,33,9,1,43,97.06,11,12,18,41,37.93,15,8,21,44,41.67,20,10,13,43,60.61,26,10,6,42,81.25
24979,23,9,11,43,67.65,15,12,14,41,51.72,17,8,19,44,47.22,29,10,4,43,87.88,18,10,14,42,56.25
24980,13,9,21,43,38.24,19,12,10,41,65.52,14,8,22,44,38.89,26,10,7,43,78.79,24,10,8,42,75.0
24981,16,9,18,43,47.06,7,12,22,41,24.14,13,8,23,44,36.11,16,10,17,43,48.48,7,10,25,42,21.88
24982,9,9,25,43,26.47,5,12,24,41,17.24,8,8,28,44,22.22,11,10,22,43,33.33,17,10,15,42,53.12
24983,20,9,14,43,58.82,19,12,10,41,65.52,35,8,1,44,97.22,19,10,14,43,57.58,19,10,13,42,59.38
24984,24,9,10,43,70.59,28,12,1,41,96.55,16,8,20,44,44.44,21,10,12,43,63.64,17,10,15,42,53.12
24985,16,9,18,43,47.06,20,12,9,41,68.97,15,8,21,44,41.67,32,10,1,43,96.97,19,10,13,42,59.38
24986,32,9,2,43,94.12,16,12,13,41,55.17,8,8,28,44,22.22,19,10,14,43,57.58,9,10,23,42,28.12
24987,28,9,6,43,82.35,11,12,18,41,37.93,31,8,5,44,86.11,24,10,9,43,72.73,22,10,10,42,68.75
24988,6,9,28,43,17.65,28,12,1,41,96.55,26,8,10,44,72.22,16,10,17,43,48.48,17,10,15,42,53.12
24989,25,9,9,43,73.53,18,12,11,41,62.07,29,8,7,44,80.56,26,10,7,43,78.79,22,10,10,42,68.75
24990,21,9,13,43,61.76,16,12,13,41,55.17,17,8,19,44,47.22,8,10,25,43,24.24,14,10,18,42,43.75
24991,15,9,19,43,44.12,15,12,14,41,51.72,21,8,15,44,58.33,15,10,18,43,45.45,23,10,9,42,71.88
24992,28,9,6,43,82.35,9,12,20,41,31.03,19,8,17,44,52.78,8,10,25,43,24.24,13,10,19,42,40.62
24993,18,9,16,43,52.94,10,12,19,41,34.48,8,8,28,44,22.22,6,10,27,43,18.18,29,10,3,42,90.62
24994,12,9,22,43,35.29,16,12,13,41,55.17,29,8,7,44,80.56,30,10,3,43,90.91,20,10,12,42,62.5
24995,8,9,26,43,23.53,20,12,9,41,68.97,29,8,7,44,80.56,15,10,18,43,45.45,20,10,12,42,62.5
24996,29,9,5,43,85.29,14,12,15,41,48.28,28,8,8,44,77.78,7,10,26,43,21.21,20,10,12,42,62.5
24997,20,9,14,43,58.82,9,12,20,41,31.03,14,8,22,44,38.89,32,10,1,43,96.97,31,10,1,42,96.88
24998,17,9,17,43,50.0,17,12,12,41,58.62,30,8,6,44,83.33,11,10,22,43,33.33,6,10,26,42,18.75
24999,25,9,9,43,73.53,16,12,13,41,55.17,29,8,7,44,80.56,23,10,10,43,69.7,21,10,11,42,65.62
25000,17,9,17,43,50.0,19,12,10,41,65.52,31,8,5,44,86.11,13,10,20,43,39.39,24,10,8,42,75.0
25001,30,9,4,43,88.24,6,12,23,41,20.69,27,8,9,44,75.0,12,10,21,43,36.36,26,10,6,42,81.25
25002,18,9,16,43,52.94,14,12,15,41,48.28,20,8,16,44,55.56,24,10,9,43,72.73,21,10,11,42,65.62
25003,27,9,7,43,79.41,8,12,21,41,27.59,7,8,29,44,19.44,23,10,10,43,69.7,11,10,21,42,34.38
25004,21,9,13,43,61.76,17,12,12,41,58.62,26,8,10,44,72.22,9,10,24,43,27.27,16,10,16,42,50.0
25005,9,9,25,43,26.47,8,12,21,41,27.59,13,8,23,44,36.11,29,10,4,43,87.88,23,10,9,42,71.88
25006,25,9,9,43,73.53,14,12,15,41,48.28,12,8,24,44,33.33,29,10,4,43,87.88,25,10,7,42,78.12
25007,33,9,1,43,97.06,8,12,21,41,27.59,30,8,6,44,83.33,25,10,8,43,75.76,20,10,12,42,62.5
25008,22,9,12,43,64.71,28,12,1,41,96.55,17,8,19,44,47.22,20,10,13,43,60.61,19,10,13,42,59.38
25009,20,9,14,43,58.82,16,12,13,41,55.17,31,8,5,44,86.11,28,10,5,43,84.85,9,10,23,42,28.12
25010,12,9,22,43,35.29,27,12,2,41,93.1,28,8,8,44,77.78,16,10,17,43,48.48,20,10,12,42,62.5
25011,29,9,5,43,85.29,12,12,17,41,41.38,31,8,5,44,86.11,15,10,18,43,45.45,23,10,9,42,71.88
25012,8,9,26,43,23.53,9,12,20,41,31.03,16,8,20,44,44.44,17,10,16,43,51.52,31,10,1,42,96.88
25013,18,9,16,43,52.94,6,12,23,41,20.69,28,8,8,44,77.78,18,10,15,43,54.55,11,10,21,42,34.38
25014,13,9,21,43,38.24,16,12,13,41,55.17,33,8,3,44,91.67,17,10,16,43,51.52,29,10,3,42,90.62
25015,23,9,11,43,67.65,14,12,15,41,48.28,21,8,15,44,58.33,28,10,5,43,84.85,8,10,24,42,25.0
25016,16,9,18,43,47.06,7,12,22,41,24.14,32,8,4,44,88.89,30,10,3,43,90.91,28,10,4,42,87.5
25017,16,9,18,43,47.06,5,12,24,41,17.24,21,8,15,44,58.33,24,10,9,43,72.73,25,10,7,42,78.12
25018,31,9,3,43,91.18,14,12,15,41,48.28,34,8,2,44,94.44,16,10,17,43,48.48,6,10,26,42,18.75
25019,15,9,19,43,44.12,15,12,14,41,51.72,31,8,5,44,86.11,27,10,6,43,81.82,25,10,7,42,78.12
25020,22,9,12,43,64.71,21,12,8,41,72.41,7,8,29,44,19.44,11,10,22,43,33.33,13,10,19,42,40.62
25021,8,9,26,43,23.53,22,12,7,41,75.86,18,8,18,44,50.0,11,10,22,43,33.33,25,10,7,42,78.12
25022,27,9,7,43,79.41,17,12,12,41,58.62,17,8,19,44,47.22,12,10,21,43,36.36,15,10,17,42,46.88
25023,32,9,2,43,94.12,17,12,12,41,58.62,28,8,8,44,77.78,20,10,13,43,60.61,15,10,17,42,46.88
25024,6,9,28,43,17.65,19,12,10,41,65.52,11,8,25,44,30.56,17,10,16,43,51.52,17,10,15,42,53.12
25025,21,9,13,43,61.76,9,12,20,41,31.03,22,8,14,44,61.11,11,10,22,43,33.33,25,10,7,42,78.12
25026,33,9,1,43,97.06,11,12,18,41,37.93,23,8,13,44,63.89,6,10,27,43,18.18,26,10,6,42,81.25
25027,12,9,22,43,35.29,11,12,18,41,37.93,11,8,25,44,30.56,10,10,23,43,30.3,16,10,16,42,50.0
25028,19,9,15,43,55.88,14,12,15,41,48.28,6,8,30,44,16.67,26,10,7,43,78.79,11,10,21,42,34.38
25029,21,9,13,43,61.76,14,12,15,41,48.28,15,8,21,44,41.67,15,10,18,43,45.45,10,10,22,42,31.25
25030,8,9,26,43,23.53,5,12,24,41,17.24,15,8,21,44,41.67,15,10,18,43,45.45,7,10,25,42,21.88
25031,31,9,3,43,91.18,7,12,22,41,24.14,26,8,10,44,72.22,30,10,3,43,90.91,15,10,17,42,46.88
25032,19,9,15,43,55.88,15,12,14,41,51.72,28,8,8,44,77.78,7,10,26,43,21.21,5,10,27,42,15.62
25033,17,9,17,43,50.0,8,12,21,41,27.59,21,8,15,44,58.33,14,10,19,43,42.42,23,10,9,42,71.88
25034,12,9,22,43,35.29,6,12,23,41,20.69,24,8,12,44,66.67,24,10,9,43,72.73,12,10,20,42,37.5
25035,23,9,11,43,67.65,10,12,19,41,34.48,18,8,18,44,50.0,9,10,24,43,27.27,28,10,4,42,87.5
25036,19,9,15,43,55.88,17,12,12,41,58.62,30,8,6,44,83.33,15,10,18,43,45.45,17,10,15,42,53.12
25037,16,9,18,43,47.06,17,12,12,41,58.62,19,8,17,44,52.78,10,10,23,43,30.3,6,10,26,42,18.75
25038,25,9,9,43,73.53,19,12,10,41,65.52,15,8,21,44,41.67,30,10,3,43,90.91,30,10,2,42,93.75
25039,18,9,16,43,52.94,12,12,17,41,41.38,30,8,6,44,83.33,11,10,22,43,33.33,16,10,16,42,50.0
25040,12,9,22,43,35.29,24,12,5,41,82.76,15,8,21,44,41.67,20,10,13,43,60.61,30,10,2,42,93.75
25041,18,9,16,43,52.94,8,12,21,41,27.59,28,8,8,44,77.78,19,10,14,43,57.58,11,10,21,42,34.38
25042,15,9,19,43,44.12,13,12,16,41,44.83,13,8,23,44,36.11,10,10,23,43,30.3,30,10,2,42,93.75
25043,10,9,24,43,29.41,15,12,14,41,51.72,27,8,9,44,75.0,21,10,12,43,63.64,11,10,21,42,34.38
25044,16,9,18,43,47.06,17,12,12,41,58.62,12,8,24,44,33.33,21,10,12,43,63.64,17,10,15,42,53.12
25045,15,9,19,43,44.12,21,12,8,41,72.41,23,8,13,44,63.89,16,10,17,43,48.48,15,10,17,42,46.88
25046,20,9,14,43,58.82,27,12,2,41,93.1,32,8,4,44,88.89,19,10,14,43,57.58,20,10,12,42,62.5
25047,22,9,12,43,64.71,26,12,3,41,89.66,28,8,8,44,77.78,27,10,6,43,81.82,5,10,27,42,15.62
25048,17,9,17,43,50.0,19,12,10,41,65.52,9,8,27,44,25.0,10,10,23,43,30.3,31,10,1,42,96.88
25049,15,9,19,43,44.12,24,12,5,41,82.76,15,8,21,44,41.67,19,10,14,43,57.58,6,10,26,42,18.75
25050,24,9,10,43,70.59,13,12,16,41,44.83,35,8,1,44,97.22,31,10,2,43,93.94,19,10,13,42,59.38
25051,14,9,20,43,41.18,7,12,22,41,24.14,19,8,17,44,52.78,17,10,16,43,51.52,15,10,17,42,46.88
25052,22,9,12,43,64.71,6,12,23,41,20.69,15,8,21,44,41.67,29,10,4,43,87.88,28,10,4,42,87.5
25053,17,9,17,43,50.0,17,12,12,41,58.62,14,8,22,44,38.89,16,10,17,43,48.48,15,10,17,42,46.88
25054,15,9,19,43,44.12,28,12,1,41,96.55,35,8,1,44,97.22,22,10,11,43,66.67,16,10,16,42,50.0
25055,22,9,12,43,64.71,26,12,3,41,89.66,28,8,8,44,77.78,12,10,21,43,36.36,12,10,20,42,37.5
25056,27,9,7,43,79.41,25,12,4,41,86.21,23,8,13,44,63.89,17,10,16,43,51.52,16,10,16,42,50.0
25057,15,9,19,43,44.12,8,12,21,41,27.59,34,8,2,44,94.44,27,10,6,43,81.82,29,10,3,42,90.62
25058,21,9,13,43,61.76,6,12,23,41,20.69,30,8,6,44,83.33,15,10,18,43,45.45,18,10,14,42,56.25
25059,16,9,18,43,47.06,6,12,23,41,20.69,6,8,30,44,16.67,8,10,25,43,24.24,22,10,10,42,68.75
25060,6,9,28,43,17.65,26,12,3,41,89.66,15,8,21,44,41.67,10,10,23,43,30.3,21,10,11,42,65.62
25061,16,9,18,43,47.06,9,12,20,41,31.03,27,8,9,44,75.0,6,10,27,43,18.18,31,10,1,42,96.88
25062,22,9,12,43,64.71,15,12,14,41,51.72,20,8,16,44,55.56,23,10,10,43,69.7,22,10,10,42,68.75
25063,16,9,18,43,47.06,15,12,14,41,51.72,19,8,17,44,52.78,26,10,7,43,78.79,17,10,15,42,53.12
25064,12,9,22,43,35.29,20,12,9,41,68.97,9,8,27,44,25.0,14,10,19,43,42.42,16,10,16,42,50.0
25065,5,9,29,43,14.71,9,12,20,41,31.03,18,8,18,44,50.0,26,10,7,43,78.79,5,10,27,42,15.62
25066,12,9,22,43,35.29,24,12,5,41,82.76,16,8,20,44,44.44,15,10,18,43,45.45,26,10,6,42,81.25
25067,23,9,11,43,67.65,16,12,13,41,55.17,23,8,13,44,63.89,16,10,17,43,48.48,17,10,15,42,53.12
25068,17,9,17,43,50.0,23,12,6,41,79.31,30,8,6,44,83.33,28,10,5,43,84.85,31,10,1,42,96.88
25069,27,9,7,43,79.41,18,12,11,41,62.07,11,8,25,44,30.56,17,10,16,43,51.52,13,10,19,42,40.62
25070,17,9,17,43,50.0,21,12,8,41,72.41,18,8,18,44,50.0,13,10,20,43,39.39,6,10,26,42,18.75
25071,16,9,18,43,47.06,21,12,8,41,72.41,29,8,7,44,80.56,32,10,1,43,96.97,18,10,14,42,56.25
25072,23,9,11,43,67.65,5,12,24,41,17.24,13,8,23,44,36.11,11,10,22,43,33.33,14,10,18,42,43.75
25073,8,9,26,43,23.53,22,12,7,41,75.86,17,8,19,44,47.22,24,10,9,43,72.73,29,10,3,42,90.62
25074,12,9,22,43,35.29,15,12,14,41,51.72,8,8,28,44,22.22,19,10,14,43,57.58,15,10,17,42,46.88
25075,19,9,15,43,55.88,8,12,21,41,27.59,9,8,27,44,25.0,17,10,16,43,51.52,21,10,11,42,65.62
25076,15,9,19,43,44.12,28,12,1,41,96.55,27,8,9,44,75.0,31,10,2,43,93.94,9,10,23,42,28.12
25077,5,9,29,43,14.71,17,12,12,41,58.62,9,8,27,44,25.0,32,10,1,43,96.97,10,10,22,42,31.25
25078,12,9,22,43,35.29,18,12,11,41,62.07,14,8,22,44,38.89,12,10,21,43,36.36,26,10,6,42,81.25
25079,29,9,5,43,85.29,5,12,24,41,17.24,22,8,14,44,61.11,23,10,10,43,69.7,6,10,26,42,18.75
25080,21,9,13,43,61.76,23,12,6,41,79.31,14,8,22,44,38.89,21,10,12,43,63.64,23,10,9,42,71.88
25081,5,9,29,43,14.71,28,12,1,41,96.55,11,8,25,44,30.56,10,10,23,43,30.3,16,10,16,42,50.0
25082,10,9,24,43,29.41,24,12,5,41,82.76,16,8,20,44,44.44,32,10,1,43,96.97,16,10,16,42,50.0
25083,9,9,25,43,26.47,28,12,1,41,96.55,27,8,9,44,75.0,20,10,13,43,60.61,17,10,15,42,53.12
25084,20,9,14,43,58.82,23,12,6,41,79.31,23,8,13,44,63.89,16,10,17,43,48.48,26,10,6,42,81.25
25085,7,9,27,43,20.59,28,12,1,41,96.55,15,8,21,44,41.67,31,10,2,43,93.94,12,10,20,42,37.5
25086,12,9,22,43,35.29,17,12,12,41,58.62,25,8,11,44,69.44,24,10,9,43,72.73,17,10,15,42,53.12
25087,30,9,4,43,88.24,15,12,14,41,51.72,20,8,16,44,55.56,26,10,7,43,78.79,28,10,4,42,87.5
25088,18,9,16,43,52.94,26,12,3,41,89.66,6,8,30,44,16.67,25,10,8,43,75.76,18,10,14,42,56.25
25089,23,9,11,43,67.65,10,12,19,41,34.48,15,8,21,44,41.67,15,10,18,43,45.45,24,10,8,42,75.0
25090,26,9,8,43,76.47,16,12,13,41,55.17,16,8,20,44,44.44,27,10,6,43,81.82,25,10,7,42,78.12
25091,21,9,13,43,61.76,7,12,22,41,24.14,22,8,14,44,61.11,22,10,11,43,66.67,26,10,6,42,81.25
25092,25,9,9,43,73.53,26,12,3,41,89.66,11,8,25,44,30.56,25,10,8,43,75.76,7,10,25,42,21.88
25093,18,9,16,43,52.94,24,12,5,41,82.76,21,8,15,44,58.33,29,10,4,43,87.88,25,10,7,42,78.12
25094,14,9,20,43,41.18,6,12,23,41,20.69,17,8,19,44,47.22,32,10,1,43,96.97,30,10,2,42,93.75
25095,8,9,26,43,23.53,21,12,8,41,72.41,11,8,25,44,30.56,17,10,16,43,51.52,30,10,2,42,93.75
25096,30,9,4,43,88.24,14,12,15,41,48.28,16,8,20,44,44.44,20,10,13,43,60.61,25,10,7,42,78.12
25097,15,9,19,43,44.12,15,12,14,41,51.72,33,8,3,44,91.67,31,10,2,43,93.94,5,10,27,42,15.62
